raw_text,rating,char_len,word_count,lang,clean_text
"Короткая,хотелось бы подлиннее. 
Да ворот реально колит. кофта пахнет очень не вкусно .",neautral,88,13,ru,"короткая,хотелось бы подлиннее. да ворот реально колит. кофта пахнет очень не вкусно ."
"майка испачкана, или разводы от краски, непонятно. вещь хорошая, но испорченная",neautral,79,11,ru,"майка испачкана, или разводы от краски, непонятно. вещь хорошая, но испорченная"
"размер L оказался мал , еле натянула , буду надеятся что растянутся немного , на от 74 и об 94 нужно XL ,а может даже и XXL.",neautral,124,27,ru,"размер l оказался мал , еле натянула , буду надеятся что растянутся немного , на от 74 и об 94 нужно xl ,а может даже и xxl."
"Цвет не соответствует описанию, написано угольно -черный, а пришла туника светло-серая, и маломерит",neautral,99,13,ru,"цвет не соответствует описанию, написано угольно -черный, а пришла туника светло-серая, и маломерит"
"заказывала платье,а получила костюм,поэтому ставлю 2*,продавец долго не отвечал на письма и в итоге вместо отказа товар был отправлен, качество синтетика,но прошит хорошо,на параметры 85/70/90 юбка норм,а кофта велика,возврат делать не буду,но носить тож врядли, доставка безумно быстрая:в Краснодар за 2недели",neautral,310,41,ru,"заказывала платье,а получила костюм,поэтому ставлю 2 ,продавец долго не отвечал на письма и в итоге вместо отказа товар был отправлен, качество синтетика,но прошит хорошо,на параметры 85 70 90 юбка норм,а кофта велика,возврат делать не буду,но носить тож врядли, доставка безумно быстрая:в краснодар за 2недели"
размер s на русский 40,neautral,22,5,ru,размер s на русский 40
"не понравилось, на рукавах большие прорези. Размер 4 xl на меня великоват. Ношу 54 -56. Ткань тянется.",neautral,102,17,ru,"не понравилось, на рукавах большие прорези. размер 4 xl на меня великоват. ношу 54 -56. ткань тянется."
"Ну что написать , пришли брюки , качество хорошее. Отправляла свои параметры (талия 80 см, бедра 100 см.) продавцу, посоветовал 2XL . Я засомневалась и написала продавцу, что вообще то по вашей размерной таблице у меня 3 XL.Он пишет , возьмите 3XL.Заказала .Получается, что продавец не знает размера своих брюк. Брюки малы, кое как налезли на попец и не застегиваются.Сами штанины коротковаты на рост 169 см,по щиколотку.",neautral,421,67,ru,"ну что написать , пришли брюки , качество хорошее. отправляла свои параметры (талия 80 см, бедра 100 см.) продавцу, посоветовал 2xl . я засомневалась и написала продавцу, что вообще то по вашей размерной таблице у меня 3 xl.он пишет , возьмите 3xl.заказала .получается, что продавец не знает размера своих брюк. брюки малы, кое как налезли на попец и не застегиваются.сами штанины коротковаты на рост 169 см,по щиколотку."
она не совсем вязаная),neautral,22,4,ru,она не совсем вязаная)
"В описании пижамы и в составе ткани сказано хлопковое . Честно говоря я получила шок - когда открыла посылку . В составе ткани даже намека нет на хлопок. Нет ни одного ярлыка о составе ткани , как стирать - гладить и тп. Думаю что спать в ней будет не комфортно.",neautral,262,50,ru,"в описании пижамы и в составе ткани сказано хлопковое . честно говоря я получила шок - когда открыла посылку . в составе ткани даже намека нет на хлопок. нет ни одного ярлыка о составе ткани , как стирать - гладить и тп. думаю что спать в ней будет не комфортно."
"нормально, только цвет темнее чем на картинке",neautral,45,7,ru,"нормально, только цвет темнее чем на картинке"
"товар был в упаковочке, правда они оказались большими, спадают при ходьбе :(",neautral,76,12,ru,"товар был в упаковочке, правда они оказались большими, спадают при ходьбе :("
"Пришла за месяц. На рост 170, 89/70/98 размер м впритык , хотелось бы чуть больше, особенно в рукавах. На светлой очень видны все косяки, неровные швы, очень неаккуратно сделана изнанка. За такую цену можно найти и покачественнее.",neautral,230,37,ru,"пришла за месяц. на рост 170, 89 70 98 размер м впритык , хотелось бы чуть больше, особенно в рукавах. на светлой очень видны все косяки, неровные швы, очень неаккуратно сделана изнанка. за такую цену можно найти и покачественнее."
"Заказ пришел быстро. Качество хорошее, но размер маленький, для ребенка подойдет или на маленькую голову",neautral,104,15,ru,"заказ пришел быстро. качество хорошее, но размер маленький, для ребенка подойдет или на маленькую голову"
"Вещь неплохая, но всюду торчат нитки, и запах не очень, попробую постирать, может станет лучше.",neautral,95,15,ru,"вещь неплохая, но всюду торчат нитки, и запах не очень, попробую постирать, может станет лучше."
"Качество не очень хорошее,много торчащих ниток",neautral,46,6,ru,"качество не очень хорошее,много торчащих ниток"
доставка быстрая.Но блузка  какой-то кошмар.цена ей 100руб. ниче го общего с картинкой нет.,neautral,91,13,ru,доставка быстрая.но блузка какой-то кошмар.цена ей 100руб. ниче го общего с картинкой нет.
очень долгая доставка почти 4 месяца,neautral,36,6,ru,очень долгая доставка почти 4 месяца
"по дому носить только, качество материала норм, швы желают лучшего, на теле сидит норм",neautral,86,14,ru,"по дому носить только, качество материала норм, швы желают лучшего, на теле сидит норм"
"Размер XL  на российский 46 маломерит. На бедрах тянет ,- и полочки на груди расходятся. При этом  открываются взгляду  изнанка настолько кошмарных карманов , швы не обработаны , так что петли видно.  Задумана модель была не плохо, но вот исполнена...А так продавец положил подарок резиночку для волос.",neautral,302,47,ru,"размер xl на российский 46 маломерит. на бедрах тянет ,- и полочки на груди расходятся. при этом открываются взгляду изнанка настолько кошмарных карманов , швы не обработаны , так что петли видно. задумана модель была не плохо, но вот исполнена...а так продавец положил подарок резиночку для волос."
качество не ахти. Похож на батник. И очень большой xl это 52 -54,neautral,64,13,ru,качество не ахти. похож на батник. и очень большой xl это 52 -54
Штаны сшиты на карликов. Практически до середины икры. Доставка быстрая,neautral,71,10,ru,штаны сшиты на карликов. практически до середины икры. доставка быстрая
очень долго пришлось ждать. заказала 13.11.2017.получила 19.01.2018.,neautral,68,7,ru,очень долго пришлось ждать. заказала 13.11.2017.получила 19.01.2018.
"Поставила три звезды в основном из- за доставки!  По данным почты посылка ровно месяц просто лежала в Китае!  И никуда не двигалась из отделения, где была принята! Я обратилась к продавцу с вопросом, в чем дело, он попросил подождать и продлил срок защити покупки.  Свитер пришёл в мягком пакете, на горловине были  две лишние нитки, но это не критично. Свитер очень мягкий, приятный наощупь. Неразменный единый, поэтому будьте аккуратны: на мой 40-42 очень свободно сидит. А вот маме ( размер 44-46) подошёл идеально.  Также обратите внимание , что свитер рассчитан на  людей с небольшим ростом, мой рост 162- рукава впритык.  Думаю, у девочке  повыше, рукава будут выглядеть несуразно, и не 3/4 и не 4/5.   ",neautral,709,114,ru,"поставила три звезды в основном из- за доставки! по данным почты посылка ровно месяц просто лежала в китае! и никуда не двигалась из отделения, где была принята! я обратилась к продавцу с вопросом, в чем дело, он попросил подождать и продлил срок защити покупки. свитер пришёл в мягком пакете, на горловине были две лишние нитки, но это не критично. свитер очень мягкий, приятный наощупь. неразменный единый, поэтому будьте аккуратны: на мой 40-42 очень свободно сидит. а вот маме ( размер 44-46) подошёл идеально. также обратите внимание , что свитер рассчитан на людей с небольшим ростом, мой рост 162- рукава впритык. думаю, у девочке повыше, рукава будут выглядеть несуразно, и не 3 4 и не 4 5."
"Очень просвечиваются , в спортзал точно не пойдут ",neautral,50,8,ru,"очень просвечиваются , в спортзал точно не пойдут"
"платье пришло быстро,но оно оказалось очень длинное,что очень огорчило(придется еще и ушивать его,а так в целом платье симпатичное)",neautral,131,18,ru,"платье пришло быстро,но оно оказалось очень длинное,что очень огорчило(придется еще и ушивать его,а так в целом платье симпатичное)"
долго шел.большие чашки,neautral,23,3,ru,долго шел.большие чашки
на картинке красиво. а моей жене не понравилось. так что оценивать особо нечего. без обид.,neautral,90,15,ru,на картинке красиво. а моей жене не понравилось. так что оценивать особо нечего. без обид.
"Ткань низкого качества, плохо пришит карман, вокруг него морщит ткань.",neautral,70,10,ru,"ткань низкого качества, плохо пришит карман, вокруг него морщит ткань."
"По отзывам предыдущих покупателей заказала l,надо было м или эску. смотрится дешевкой, местами почти нет наполнителя.",neautral,117,16,ru,"по отзывам предыдущих покупателей заказала l,надо было м или эску. смотрится дешевкой, местами почти нет наполнителя."
Ужас а не блузка носить не возможно ....открыла спор продавец вернул деньги,neautral,75,12,ru,ужас а не блузка носить не возможно ....открыла спор продавец вернул деньги
"Никогда не буду больше заказывать у данного продавца! 1). заказ шел почти 3 мес. 2 )зеленая майка вовсе не зеленая, а ярко салатовая как маяк! из далека видать  ( 3) вместо розовой отправили белую! только желтая майка соответствует!  Спорить не стала, так как не  скандальный человек, да и вещи недорогие, время тратить не охото! заказом не довольна!",neautral,350,57,ru,"никогда не буду больше заказывать у данного продавца! 1). заказ шел почти 3 мес. 2 )зеленая майка вовсе не зеленая, а ярко салатовая как маяк! из далека видать ( 3) вместо розовой отправили белую! только желтая майка соответствует! спорить не стала, так как не скандальный человек, да и вещи недорогие, время тратить не охото! заказом не довольна!"
"Короткая маленькая юбка, подойдёт на ребёнка ",neautral,45,6,ru,"короткая маленькая юбка, подойдёт на ребёнка"
Фасон не тот что представлен в заказе,neautral,37,7,ru,фасон не тот что представлен в заказе
"из плюсов :быстрая доставка и красивая упаковка . из остального) чистое, без дефектов. трусы самый ""шик"" - думаю выкину) а как их носить?)  на пол часа если только)) лифчик - как купальник для детей - не регулируется, просто веревки) халат мне впритык!  рост/вес - 165/50. Пояс - атласная лента)  для красивых фоток сойдёт, носить дома - даже не знаю.",neautral,351,59,ru,"из плюсов :быстрая доставка и красивая упаковка . из остального) чистое, без дефектов. трусы самый ""шик"" - думаю выкину) а как их носить?) на пол часа если только)) лифчик - как купальник для детей - не регулируется, просто веревки) халат мне впритык! рост вес - 165 50. пояс - атласная лента) для красивых фоток сойдёт, носить дома - даже не знаю."
взяла дочери ...нитки белые торчат по швам. брала Синие такого нет. очень жаль,neautral,78,13,ru,взяла дочери ...нитки белые торчат по швам. брала синие такого нет. очень жаль
"Товар не пришёл. Открыла спор, и вернули деньги. ",neautral,49,8,ru,"товар не пришёл. открыла спор, и вернули деньги."
"заказ пришел очень быстро, но штаны ооочень маленькие",neautral,53,8,ru,"заказ пришел очень быстро, но штаны ооочень маленькие"
"Мне трусы к сожалению не понравились , сидят плохо и не такие красивые как на картинке",neautral,86,16,ru,"мне трусы к сожалению не понравились , сидят плохо и не такие красивые как на картинке"
"цвет не такой, как ожидала",neautral,26,5,ru,"цвет не такой, как ожидала"
"расстроена (((
заказала вторую того же размера, в итоге размерная сетка ""просела"" на несколько сантиметров, позже сравню сколько именно в см",neautral,141,21,ru,"расстроена ((( заказала вторую того же размера, в итоге размерная сетка ""просела"" на несколько сантиметров, позже сравню сколько именно в см"
"Не знаю почему так многие восхищаются этим платьем ... качество отвратительное , очень тонкое , просто тряпочка, сидит некрасиво. Хотя чего можно было ожидать за 500 рублей ... ",neautral,177,28,ru,"не знаю почему так многие восхищаются этим платьем ... качество отвратительное , очень тонкое , просто тряпочка, сидит некрасиво. хотя чего можно было ожидать за 500 рублей ..."
"Брали маме.
Пришла с пятнами и ужасным запахом чего-то технического. После стирки пятна отошли, запах пропал не совсем. Доставка почему-то CDEKовская. А с ними как всегда были неполадки с доставкой.
Маломерит сильно. Но описанию соответствует.
Рекомендовать не стану.
Фоткать лень, поэтому добавлю фото котейки)
Все равно котейка лучше, чем то, что пришло",neautral,360,52,ru,"брали маме. пришла с пятнами и ужасным запахом чего-то технического. после стирки пятна отошли, запах пропал не совсем. доставка почему-то cdekовская. а с ними как всегда были неполадки с доставкой. маломерит сильно. но описанию соответствует. рекомендовать не стану. фоткать лень, поэтому добавлю фото котейки) все равно котейка лучше, чем то, что пришло"
"Качество товара не очень хорошее, можно носить по дому, смотрится дёшево. Но товар пришёл быстро, отслеживался хорошо, к продавцу претензий нет.",neautral,144,21,ru,"качество товара не очень хорошее, можно носить по дому, смотрится дёшево. но товар пришёл быстро, отслеживался хорошо, к продавцу претензий нет."
"заказала серый цвет, по факту на серый не похож.... ближе к сиреневому чтоли... и опять же рукава в притык с моим то ростом....",neautral,127,23,ru,"заказала серый цвет, по факту на серый не похож.... ближе к сиреневому чтоли... и опять же рукава в притык с моим то ростом...."
"Пришла быстро , на рост 170 короткая , края кофты в бахроме , хорошо тянется  ",neautral,78,15,ru,"пришла быстро , на рост 170 короткая , края кофты в бахроме , хорошо тянется"
Продавец отправил товар быстро.Претензий к нему нет.Товар соответствует цвету и размеру.Куртка подходит на -10 градусов.Без запаха.Швы хорошие.Но посылка дошла в наш сортировочный центр и пролежала там около месяца.Как они там работают незнаю.А так всё хорошо.Оценка продавцу 5 баллов.,neautral,285,38,ru,продавец отправил товар быстро.претензий к нему нет.товар соответствует цвету и размеру.куртка подходит на -10 градусов.без запаха.швы хорошие.но посылка дошла в наш сортировочный центр и пролежала там около месяца.как они там работают незнаю.а так всё хорошо.оценка продавцу 5 баллов.
"Хороший купальник, но очень большие трусы на всю попу у него, не как на картинке",neautral,80,15,ru,"хороший купальник, но очень большие трусы на всю попу у него, не как на картинке"
"Уважаемый продавец, к сожалению, размер М не имеет бюста 98 см, поэтому мал. Я не буду открывать спор, подарю это пальто сестре. По какой цене я могу заказать еще одно, рамером L. С уважением. Суслова Ольга.",neautral,207,36,ru,"уважаемый продавец, к сожалению, размер м не имеет бюста 98 см, поэтому мал. я не буду открывать спор, подарю это пальто сестре. по какой цене я могу заказать еще одно, рамером l. с уважением. суслова ольга."
"Куртка разочаровала. Цвет больше походит на красно-коричневый,без некоего винного перламута,который указан на фото. Плечи оттопырены,как у дешевого пиджака,и никак не расправляются. Капюшон тряпочный,совершенно не держит форму. Сама форма куртки не приталенная,висит мешком. Такая куртка точно не стоит своих денег. ",neautral,316,39,ru,"куртка разочаровала. цвет больше походит на красно-коричневый,без некоего винного перламута,который указан на фото. плечи оттопырены,как у дешевого пиджака,и никак не расправляются. капюшон тряпочный,совершенно не держит форму. сама форма куртки не приталенная,висит мешком. такая куртка точно не стоит своих денег."
кривой. нитки торчат и швы сшили местами стороной с изнанки,neautral,59,10,ru,кривой. нитки торчат и швы сшили местами стороной с изнанки
ждала долго - не пришло ...деньги вернули,neautral,41,7,ru,ждала долго - не пришло ...деньги вернули
"Ждала товар почти 4 месяца. товар так. и не пришел! разочарована! открыла спор, продавец общительный, но не хотел возвращать деньги. в итоге деньги вернули.",neautral,156,24,ru,"ждала товар почти 4 месяца. товар так. и не пришел! разочарована! открыла спор, продавец общительный, но не хотел возвращать деньги. в итоге деньги вернули."
"Размерная сетка не соответствует. Заказала размер ххl маме, а по итогу в пору мне. На 44 нормально. ",neautral,100,17,ru,"размерная сетка не соответствует. заказала размер ххl маме, а по итогу в пору мне. на 44 нормально."
ожидалось что материал будет более плотный,neautral,42,6,ru,ожидалось что материал будет более плотный
"Куртка маломерит ,просвечивает наполнитель кусками , долгая доставка до Москвы , заказ вышел из под Контроля , срок защиты кончался два раза , шла два месяца ",neautral,158,26,ru,"куртка маломерит ,просвечивает наполнитель кусками , долгая доставка до москвы , заказ вышел из под контроля , срок защиты кончался два раза , шла два месяца"
"не получила, деньги вернули.",neautral,28,4,ru,"не получила, деньги вернули."
"Пришли джинсы не такие как в описание, хотела бы перезаразить, но страшно:( мне вернули деньги, поэтому и 3 звезды",neautral,114,19,ru,"пришли джинсы не такие как в описание, хотела бы перезаразить, но страшно:( мне вернули деньги, поэтому и 3 звезды"
вещь хорошая но мне немного в длине маловата,neautral,44,8,ru,вещь хорошая но мне немного в длине маловата
"слишком тонкая ткань,в описании написано что зимние...А так,для лета подойдет",neautral,77,10,ru,"слишком тонкая ткань,в описании написано что зимние...а так,для лета подойдет"
"Доставка 5 недель. Не отслеживается.  Нитки торчат, запах есть. Так себе",neautral,72,11,ru,"доставка 5 недель. не отслеживается. нитки торчат, запах есть. так себе"
размер не совпал(меньше),neautral,24,3,ru,размер не совпал(меньше)
"мне понравилась, но цвет рисунка черный а не синий",neautral,50,9,ru,"мне понравилась, но цвет рисунка черный а не синий"
размер не подошел в корне брала L на свой М и не влез в чашке.,neautral,62,15,ru,размер не подошел в корне брала l на свой м и не влез в чашке.
цвет не совпадает. вместо серого пришел коричневый. размер мал. XL на рост 177 короткий. немного короткие рукава. отслеживалось,neautral,127,18,ru,цвет не совпадает. вместо серого пришел коричневый. размер мал. xl на рост 177 короткий. немного короткие рукава. отслеживалось
Майку не получила. Деньги вернули.,neautral,34,5,ru,майку не получила. деньги вернули.
вообще не такие яркие .будто их раз 20-40 постирали .,neautral,53,10,ru,вообще не такие яркие .будто их раз 20-40 постирали .
"Придется оставить, но ожидали другое! Будьте внимательны!Спасибо!",neautral,65,7,ru,"придется оставить, но ожидали другое! будьте внимательны!спасибо!"
цвета не соответствуют действительности! качество соответствует цене.,neautral,69,7,ru,цвета не соответствуют действительности! качество соответствует цене.
"Размер подошел, качество неплохое, но вот резинка узкая, особенно для пижамы, жмет сильно",neautral,89,13,ru,"размер подошел, качество неплохое, но вот резинка узкая, особенно для пижамы, жмет сильно"
"очень сильно лезет мех :(  пришла примерно за месяц до СПб , были подарки,  шейный платок и красная ниточка на руку",neautral,115,21,ru,"очень сильно лезет мех :( пришла примерно за месяц до спб , были подарки, шейный платок и красная ниточка на руку"
"шло долго, вверху видна белая резинка, когда надеваешь .",neautral,56,9,ru,"шло долго, вверху видна белая резинка, когда надеваешь ."
"Не понравились штаны , крыта норм ",neautral,34,6,ru,"не понравились штаны , крыта норм"
Дырка по шву((((( ,neautral,18,3,ru,дырка по шву(((((
Хорошая. Но через два часа носки вытягиваются логти.,neautral,52,8,ru,хорошая. но через два часа носки вытягиваются логти.
"Качество хорошее) Имеется запах) Но очень короткое(( Спереди красиво, но сзади подкладка даже попу не прикрывает, а кружева еле-еле закрывают попку, хотя размер в точности подходит(((",neautral,183,26,ru,"качество хорошее) имеется запах) но очень короткое(( спереди красиво, но сзади подкладка даже попу не прикрывает, а кружева еле-еле закрывают попку, хотя размер в точности подходит((("
Качество ткани не очень( скатывается),neautral,37,5,ru,качество ткани не очень( скатывается)
"Оно жуть ! Сшито плохо вырез весь кривой , даже для фото на отдыхе на 15 мин не смогла его одеть ( смотрится ужасно . Ни с одними трусами не подошло , а без них сразу видно -отсутствие белья !!! ",neautral,195,40,ru,"оно жуть ! сшито плохо вырез весь кривой , даже для фото на отдыхе на 15 мин не смогла его одеть ( смотрится ужасно . ни с одними трусами не подошло , а без них сразу видно -отсутствие белья !!!"
Нехороший запах ,neautral,16,2,ru,нехороший запах
"заказ долго шёл, пришел хорошо заупокован,только в офис не такая большая как я предполагала, заказала в размер,размер подошел, на ощущение она мягкая,приятная.",neautral,159,22,ru,"заказ долго шёл, пришел хорошо заупокован,только в офис не такая большая как я предполагала, заказала в размер,размер подошел, на ощущение она мягкая,приятная."
"ПЕРВАЯ КУРТКА XXL БЫЛА ОТЛИЧНОГО КАЧЕСТВА,ВТОРАЯ 4XL НАМНОГО ХУЖЕ ПЕРВОЙ, МЕХ НА КАПЮШОНЕ УЖАСНЫЙ,ЛЫСЫЙ, СПИНА ГЛАДКАЯ БЕЗ УТЯГИВАЮЩЕГО ШНУРКА НА ТАЛИИ,КОНЕЧНО НОСИТЬ БУДУ ,НО ОЧЕНЬ ЖАЛЬ",neautral,186,26,ru,"первая куртка xxl была отличного качества,вторая 4xl намного хуже первой, мех на капюшоне ужасный,лысый, спина гладкая без утягивающего шнурка на талии,конечно носить буду ,но очень жаль"
"Шорты классные,но вот пятно оно не отстирывается(",neautral,49,7,ru,"шорты классные,но вот пятно оно не отстирывается("
"очень тонкий материал, подсвечивается
 даже немного, сильно маломерит, штаны короткие, единственное что рисунок соответствует",neautral,126,14,ru,"очень тонкий материал, подсвечивается даже немного, сильно маломерит, штаны короткие, единственное что рисунок соответствует"
Описание не соответствует размеру,neautral,33,4,ru,описание не соответствует размеру
"Шарф никакой. Это не палантин, а треугольник. Так еще жутко синтетический. Не рекомендую его покупать.",neautral,102,15,ru,"шарф никакой. это не палантин, а треугольник. так еще жутко синтетический. не рекомендую его покупать."
"Доставка быстрая, но ткань ожидала совсем другую - это тонкий плотный шифон. В плечах широкое, низ в обтяжку",neautral,108,18,ru,"доставка быстрая, но ткань ожидала совсем другую - это тонкий плотный шифон. в плечах широкое, низ в обтяжку"
"провдавец молодец.  отправил быстро.  спасибо. ему 5 звёзд.  товару 2-3 звезды, не больше!!!!  материал так себе.  сильно портит фигуру.     боди совсем не в обтяжку,хотя размер один в один.    в общем осталась разочарована.",neautral,224,32,ru,"провдавец молодец. отправил быстро. спасибо. ему 5 звёзд. товару 2-3 звезды, не больше!!!! материал так себе. сильно портит фигуру. боди совсем не в обтяжку,хотя размер один в один. в общем осталась разочарована."
"Очень короткое, до половины ягодиц натянуть можно только",neautral,56,8,ru,"очень короткое, до половины ягодиц натянуть можно только"
"Заказали синего цвета, на фото рисунок крупный, а пришел с мелким как на красном. Но по размеру подошло, да и в общем неплохое.",neautral,127,23,ru,"заказали синего цвета, на фото рисунок крупный, а пришел с мелким как на красном. но по размеру подошло, да и в общем неплохое."
"Не тот цвет, вообще рубашка нормальная ",neautral,39,6,ru,"не тот цвет, вообще рубашка нормальная"
"Юбка пришла в каких то пятнах, хоть и незначительных, но которые не отстирываются. За это три звезды. За доставку ставлю четыре звезды.",neautral,135,22,ru,"юбка пришла в каких то пятнах, хоть и незначительных, но которые не отстирываются. за это три звезды. за доставку ставлю четыре звезды."
больше похож на размер L,neautral,24,5,ru,больше похож на размер l
"товар пришел с пятном на спине,очень обидно.доставка в течении 1,5 до М.О",neautral,73,12,ru,"товар пришел с пятном на спине,очень обидно.доставка в течении 1,5 до м.о"
Соответствует описанию,neautral,22,2,ru,соответствует описанию
товар не получила. очень долго длился спор. деньги вернули,neautral,58,9,ru,товар не получила. очень долго длился спор. деньги вернули
я рассчитывала на более теплый материал. это просто трикотаж. край юбки просто оверложен без подгиба. цвет не такой красный как на фото.,neautral,136,22,ru,я рассчитывала на более теплый материал. это просто трикотаж. край юбки просто оверложен без подгиба. цвет не такой красный как на фото.
"Товар шёл около полутора месяцев или более, не отслеживался (только спустя две недели после отправки оказался почему-то в Литве), продавец продлил срок защиты через неделю после отправки. Качество - нормально, но и без восторгов (кривые швы, торчащие нитки - не критично, но неприятно). Ткань тянется, но к телу не очень приятная. ",neautral,331,51,ru,"товар шёл около полутора месяцев или более, не отслеживался (только спустя две недели после отправки оказался почему-то в литве), продавец продлил срок защиты через неделю после отправки. качество - нормально, но и без восторгов (кривые швы, торчащие нитки - не критично, но неприятно). ткань тянется, но к телу не очень приятная."
"В принципе неплохо,но очень плохо сшито",neautral,39,6,ru,"в принципе неплохо,но очень плохо сшито"
"Шапка хорошего качества,но растроена что шапка на детскую голову пришла. Носить ее невозможно. Деньги выброшены на ветер.",neautral,121,17,ru,"шапка хорошего качества,но растроена что шапка на детскую голову пришла. носить ее невозможно. деньги выброшены на ветер."
"Самые обычные шорты, одни из двух заказанных пришли с браком, на ОБ97 взяла два размера L и XL. XL комфортнее, сидят так как надо, L - носить можно, но уж обтягивают. Фото покажу потом и посмотрю какие они будут после носки и стирки. Продавец деньги за брак вернул",neautral,264,48,ru,"самые обычные шорты, одни из двух заказанных пришли с браком, на об97 взяла два размера l и xl. xl комфортнее, сидят так как надо, l - носить можно, но уж обтягивают. фото покажу потом и посмотрю какие они будут после носки и стирки. продавец деньги за брак вернул"
Цвет не тот что на фото！Заказывал темно-серый а пришел светло-пепельный,neautral,71,10,ru,цвет не тот что на фото заказывал темно-серый а пришел светло-пепельный
"Куртка не плохая, но совсем тонкая.Скорее джинсовая рубашка, а не куртка (((.Размер походу маломерит. 4 XL на рос. 54 маловат.",neautral,126,20,ru,"куртка не плохая, но совсем тонкая.скорее джинсовая рубашка, а не куртка (((.размер походу маломерит. 4 xl на рос. 54 маловат."
заказ не пришел. деньги вернули быстро.,neautral,39,6,ru,заказ не пришел. деньги вернули быстро.
